: sem1_capital-conturies
아테네 그리스 바그다드 이라크
가다 가는 먹다 먹는
가다 가는 사다 사는
가다 가는 사랑하다 사랑하는
가다 가는 쓰다 쓰는
가다 가는 오다 오는
가다 가는 움직이다 움직이는
가다 가는 인정하다 인정하는
가다 가는 잡다 잡는
가다 가는 타다 타는
가다 가는 하다 하는
놓다 놓는 가다 가는
놓다 놓는 담다 담는
놓다 놓는 뜯다 뜯는
놓다 놓는 말하다 말하는
놓다 놓는 먹다 먹는
놓다 놓는 사다 사는
놓다 놓는 사랑하다 사랑하는
놓다 놓는 쓰다 쓰는
놓다 놓는 오다 오는
놓다 놓는 움직이다 움직이는
놓다 놓는 인정하다 인정하는
놓다 놓는 잡다 잡는
놓다 놓는 타다 타는
놓다 놓는 하다 하는
담다 담는 가다 가는
담다 담는 놓다 놓는
담다 담는 뜯다 뜯는
담다 담는 말하다 말하는
담다 담는 먹다 먹는
담다 담는 사다 사는
담다 담는 사랑하다 사랑하는
담다 담는 쓰다 쓰는
담다 담는 오다 오는
담다 담는 움직이다 움직이는
담다 담는 인정하다 인정하는
담다 담는 잡다 잡는
담다 담는 타다 타는
담다 담는 하다 하는
뜯다 뜯는 가다 가는
뜯다 뜯는 놓다 놓는
뜯다 뜯는 담다 담는
뜯다 뜯는 말하다 말하는
뜯다 뜯는 먹다 먹는
뜯다 뜯는 사다 사는
뜯다 뜯는 사랑하다 사랑하는
뜯다 뜯는 쓰다 쓰는
뜯다 뜯는 오다 오는
뜯다 뜯는 움직이다 움직이는
뜯다 뜯는 인정하다 인정하는
뜯다 뜯는 잡다 잡는
뜯다 뜯는 타다 타는
뜯다 뜯는 하다 하는
말하다 말하는 가다 가는
말하다 말하는 놓다 놓는
말하다 말하는 담다 담는
말하다 말하는 뜯다 뜯는
말하다 말하는 먹다 먹는
말하다 말하는 사다 사는
말하다 말하는 사랑하다 사랑하는
말하다 말하는 쓰다 쓰는
말하다 말하는 오다 오는
말하다 말하는 움직이다 움직이는
말하다 말하는 인정하다 인정하는
말하다 말하는 잡다 잡는
말하다 말하는 타다 타는
말하다 말하는 하다 하는
먹다 먹는 가다 가는
먹다 먹는 놓다 놓는
먹다 먹는 담다 담는
먹다 먹는 뜯다 뜯는
먹다 먹는 말하다 말하는
먹다 먹는 사다 사는
먹다 먹는 사랑하다 사랑하는
먹다 먹는 쓰다 쓰는
먹다 먹는 오다 오는
먹다 먹는 움직이다 움직이는
먹다 먹는 인정하다 인정하는
먹다 먹는 잡다 잡는
먹다 먹는 타다 타는
먹다 먹는 하다 하는
사다 사는 가다 가는
사다 사는 놓다 놓는
사다 사는 담다 담는
사다 사는 뜯다 뜯는
사다 사는 말하다 말하는
사다 사는 먹다 먹는
사다 사는 사랑하다 사랑하는
사다 사는 쓰다 쓰는
사다 사는 오다 오는
사다 사는 움직이다 움직이는
사다 사는 인정하다 인정하는
사다 사는 잡다 잡는
사다 사는 타다 타는
사다 사는 하다 하는
사랑하다 사랑하는 가다 가는
사랑하다 사랑하는 놓다 놓는
사랑하다 사랑하는 담다 담는
사랑하다 사랑하는 뜯다 뜯는
사랑하다 사랑하는 말하다 말하는
사랑하다 사랑하는 먹다 먹는
사랑하다 사랑하는 사다 사는
사랑하다 사랑하는 쓰다 쓰는
사랑하다 사랑하는 오다 오는
사랑하다 사랑하는 움직이다 움직이는
사랑하다 사랑하는 인정하다 인정하는
사랑하다 사랑하는 잡다 잡는
사랑하다 사랑하는 타다 타는
사랑하다 사랑하는 하다 하는
쓰다 쓰는 가다 가는
쓰다 쓰는 놓다 놓는
쓰다 쓰는 담다 담는
쓰다 쓰는 뜯다 뜯는
쓰다 쓰는 말하다 말하는
쓰다 쓰는 먹다 먹는
쓰다 쓰는 사다 사는
쓰다 쓰는 사랑하다 사랑하는
쓰다 쓰는 오다 오는
쓰다 쓰는 움직이다 움직이는
쓰다 쓰는 인정하다 인정하는
쓰다 쓰는 잡다 잡는
쓰다 쓰는 타다 타는
쓰다 쓰는 하다 하는
오다 오는 가다 가는
오다 오는 놓다 놓는
오다 오는 담다 담는
오다 오는 뜯다 뜯는
오다 오는 말하다 말하는
오다 오는 먹다 먹는
오다 오는 사다 사는
오다 오는 사랑하다 사랑하는
오다 오는 쓰다 쓰는
오다 오는 움직이다 움직이는
오다 오는 인정하다 인정하는
오다 오는 잡다 잡는
오다 오는 타다 타는
오다 오는 하다 하는
움직이다 움직이는 가다 가는
움직이다 움직이는 놓다 놓는
움직이다 움직이는 담다 담는
움직이다 움직이는 뜯다 뜯는
움직이다 움직이는 말하다 말하는
움직이다 움직이는 먹다 먹는
움직이다 움직이는 사다 사는
움직이다 움직이는 사랑하다 사랑하는
움직이다 움직이는 쓰다 쓰는
움직이다 움직이는 오다 오는
움직이다 움직이는 인정하다 인정하는
움직이다 움직이는 잡다 잡는
움직이다 움직이는 타다 타는
움직이다 움직이는 하다 하는
인정하다 인정하는 가다 가는
인정하다 인정하는 놓다 놓는
인정하다 인정하는 담다 담는
인정하다 인정하는 뜯다 뜯는
인정하다 인정하는 말하다 말하는
인정하다 인정하는 먹다 먹는
인정하다 인정하는 사다 사는
인정하다 인정하는 사랑하다 사랑하는
인정하다 인정하는 쓰다 쓰는
인정하다 인정하는 오다 오는
인정하다 인정하는 움직이다 움직이는
인정하다 인정하는 잡다 잡는
인정하다 인정하는 타다 타는
인정하다 인정하는 하다 하는
잡다 잡는 가다 가는
잡다 잡는 놓다 놓는
잡다 잡는 담다 담는
잡다 잡는 뜯다 뜯는
잡다 잡는 말하다 말하는
잡다 잡는 먹다 먹는
잡다 잡는 사다 사는
잡다 잡는 사랑하다 사랑하는
잡다 잡는 쓰다 쓰는
잡다 잡는 오다 오는
잡다 잡는 움직이다 움직이는
잡다 잡는 인정하다 인정하는
잡다 잡는 타다 타는
잡다 잡는 하다 하는
타다 타는 가다 가는
타다 타는 놓다 놓는
타다 타는 담다 담는
타다 타는 뜯다 뜯는
타다 타는 말하다 말하는
타다 타는 먹다 먹는
타다 타는 사다 사는
타다 타는 사랑하다 사랑하는
타다 타는 쓰다 쓰는
타다 타는 오다 오는
타다 타는 움직이다 움직이는
타다 타는 인정하다 인정하는
타다 타는 잡다 잡는
타다 타는 하다 하는
하다 하는 가다 가는
하다 하는 놓다 놓는
하다 하는 담다 담는
하다 하는 뜯다 뜯는
하다 하는 말하다 말하는
하다 하는 먹다 먹는
하다 하는 사다 사는
하다 하는 사랑하다 사랑하는
하다 하는 쓰다 쓰는
하다 하는 오다 오는
하다 하는 움직이다 움직이는
하다 하는 인정하다 인정하는
하다 하는 잡다 잡는
하다 하는 타다 타는
가다 가면서 놓다 놓으면서
가다 가면서 담다 담으면서
가다 가면서 뜯다 뜯으면서
가다 가면서 말하다 말하면서
가다 가면서 먹다 먹으면서
가다 가면서 사다 사면서
가다 가면서 사랑하다 사랑하면서
가다 가면서 쓰다 쓰면서
가다 가면서 오다 오면서
가다 가면서 움직이다 움직이면서
가다 가면서 인정하다 인정하면서
가다 가면서 잡다 잡으면서
가다 가면서 타다 타면서
가다 가면서 하다 하면서
놓다 놓으면서 가다 가면서
놓다 놓으면서 담다 담으면서
놓다 놓으면서 뜯다 뜯으면서
놓다 놓으면서 말하다 말하면서
놓다 놓으면서 먹다 먹으면서
놓다 놓으면서 사다 사면서
놓다 놓으면서 사랑하다 사랑하면서
놓다 놓으면서 쓰다 쓰면서
놓다 놓으면서 오다 오면서
놓다 놓으면서 움직이다 움직이면서
놓다 놓으면서 인정하다 인정하면서
놓다 놓으면서 잡다 잡으면서
놓다 놓으면서 타다 타면서
놓다 놓으면서 하다 하면서
담다 담으면서 가다 가면서
담다 담으면서 놓다 놓으면서
담다 담으면서 뜯다 뜯으면서
담다 담으면서 말하다 말하면서
담다 담으면서 먹다 먹으면서
담다 담으면서 사다 사면서
담다 담으면서 사랑하다 사랑하면서
담다 담으면서 쓰다 쓰면서
담다 담으면서 오다 오면서
담다 담으면서 움직이다 움직이면서
담다 담으면서 인정하다 인정하면서
담다 담으면서 잡다 잡으면서
담다 담으면서 타다 타면서
담다 담으면서 하다 하면서
뜯다 뜯으면서 가다 가면서
뜯다 뜯으면서 놓다 놓으면서
뜯다 뜯으면서 담다 담으면서
뜯다 뜯으면서 말하다 말하면서
뜯다 뜯으면서 먹다 먹으면서
뜯다 뜯으면서 사다 사면서
뜯다 뜯으면서 사랑하다 사랑하면서
뜯다 뜯으면서 쓰다 쓰면서
뜯다 뜯으면서 오다 오면서
뜯다 뜯으면서 움직이다 움직이면서
뜯다 뜯으면서 인정하다 인정하면서
뜯다 뜯으면서 잡다 잡으면서
뜯다 뜯으면서 타다 타면서
뜯다 뜯으면서 하다 하면서
말하다 말하면서 가다 가면서
말하다 말하면서 놓다 놓으면서
말하다 말하면서 담다 담으면서
말하다 말하면서 뜯다 뜯으면서
말하다 말하면서 먹다 먹으면서
말하다 말하면서 사다 사면서
말하다 말하면서 사랑하다 사랑하면서
말하다 말하면서 쓰다 쓰면서
말하다 말하면서 오다 오면서
말하다 말하면서 움직이다 움직이면서
말하다 말하면서 인정하다 인정하면서
말하다 말하면서 잡다 잡으면서
말하다 말하면서 타다 타면서
말하다 말하면서 하다 하면서
먹다 먹으면서 가다 가면서
먹다 먹으면서 놓다 놓으면서
먹다 먹으면서 담다 담으면서
먹다 먹으면서 뜯다 뜯으면서
먹다 먹으면서 말하다 말하면서
먹다 먹으면서 사다 사면서
먹다 먹으면서 사랑하다 사랑하면서
먹다 먹으면서 쓰다 쓰면서
먹다 먹으면서 오다 오면서
먹다 먹으면서 움직이다 움직이면서
먹다 먹으면서 인정하다 인정하면서
먹다 먹으면서 잡다 잡으면서
먹다 먹으면서 타다 타면서
먹다 먹으면서 하다 하면서
사다 사면서 가다 가면서
사다 사면서 놓다 놓으면서
사다 사면서 담다 담으면서
사다 사면서 뜯다 뜯으면서
사다 사면서 말하다 말하면서
사다 사면서 먹다 먹으면서
사다 사면서 사랑하다 사랑하면서
사다 사면서 쓰다 쓰면서
사다 사면서 오다 오면서
사다 사면서 움직이다 움직이면서
사다 사면서 인정하다 인정하면서
사다 사면서 잡다 잡으면서
사다 사면서 타다 타면서
사다 사면서 하다 하면서
사랑하다 사랑하면서 가다 가면서
사랑하다 사랑하면서 놓다 놓으면서
사랑하다 사랑하면서 담다 담으면서
사랑하다 사랑하면서 뜯다 뜯으면서
사랑하다 사랑하면서 말하다 말하면서
사랑하다 사랑하면서 먹다 먹으면서
사랑하다 사랑하면서 사다 사면서
사랑하다 사랑하면서 쓰다 쓰면서
사랑하다 사랑하면서 오다 오면서
사랑하다 사랑하면서 움직이다 움직이면서
사랑하다 사랑하면서 인정하다 인정하면서
사랑하다 사랑하면서 잡다 잡으면서
사랑하다 사랑하면서 타다 타면서
사랑하다 사랑하면서 하다 하면서
쓰다 쓰면서 가다 가면서
쓰다 쓰면서 놓다 놓으면서
쓰다 쓰면서 담다 담으면서
쓰다 쓰면서 뜯다 뜯으면서
쓰다 쓰면서 말하다 말하면서
쓰다 쓰면서 먹다 먹으면서
쓰다 쓰면서 사다 사면서
쓰다 쓰면서 사랑하다 사랑하면서
쓰다 쓰면서 오다 오면서
쓰다 쓰면서 움직이다 움직이면서
쓰다 쓰면서 인정하다 인정하면서
쓰다 쓰면서 잡다 잡으면서
쓰다 쓰면서 타다 타면서
쓰다 쓰면서 하다 하면서
오다 오면서 가다 가면서
오다 오면서 놓다 놓으면서
오다 오면서 담다 담으면서
오다 오면서 뜯다 뜯으면서
오다 오면서 말하다 말하면서
오다 오면서 먹다 먹으면서
오다 오면서 사다 사면서
오다 오면서 사랑하다 사랑하면서
오다 오면서 쓰다 쓰면서
오다 오면서 움직이다 움직이면서
오다 오면서 인정하다 인정하면서
오다 오면서 잡다 잡으면서
오다 오면서 타다 타면서
오다 오면서 하다 하면서
움직이다 움직이면서 가다 가면서
움직이다 움직이면서 놓다 놓으면서
움직이다 움직이면서 담다 담으면서
움직이다 움직이면서 뜯다 뜯으면서
움직이다 움직이면서 말하다 말하면서
움직이다 움직이면서 먹다 먹으면서
움직이다 움직이면서 사다 사면서
움직이다 움직이면서 사랑하다 사랑하면서
움직이다 움직이면서 쓰다 쓰면서
움직이다 움직이면서 오다 오면서
움직이다 움직이면서 인정하다 인정하면서
움직이다 움직이면서 잡다 잡으면서
움직이다 움직이면서 타다 타면서
움직이다 움직이면서 하다 하면서
인정하다 인정하면서 가다 가면서
인정하다 인정하면서 놓다 놓으면서
인정하다 인정하면서 담다 담으면서
인정하다 인정하면서 뜯다 뜯으면서
인정하다 인정하면서 말하다 말하면서
인정하다 인정하면서 먹다 먹으면서
인정하다 인정하면서 사다 사면서
인정하다 인정하면서 사랑하다 사랑하면서
인정하다 인정하면서 쓰다 쓰면서
인정하다 인정하면서 오다 오면서
인정하다 인정하면서 움직이다 움직이면서
인정하다 인정하면서 잡다 잡으면서
인정하다 인정하면서 타다 타면서
인정하다 인정하면서 하다 하면서
잡다 잡으면서 가다 가면서
잡다 잡으면서 놓다 놓으면서
잡다 잡으면서 담다 담으면서
잡다 잡으면서 뜯다 뜯으면서
잡다 잡으면서 말하다 말하면서
잡다 잡으면서 먹다 먹으면서
잡다 잡으면서 사다 사면서
잡다 잡으면서 사랑하다 사랑하면서
잡다 잡으면서 쓰다 쓰면서
잡다 잡으면서 오다 오면서
잡다 잡으면서 움직이다 움직이면서
잡다 잡으면서 인정하다 인정하면서
잡다 잡으면서 타다 타면서
잡다 잡으면서 하다 하면서
타다 타면서 가다 가면서
타다 타면서 놓다 놓으면서
타다 타면서 담다 담으면서
타다 타면서 뜯다 뜯으면서
타다 타면서 말하다 말하면서
타다 타면서 먹다 먹으면서
타다 타면서 사다 사면서
타다 타면서 사랑하다 사랑하면서
타다 타면서 쓰다 쓰면서
타다 타면서 오다 오면서
타다 타면서 움직이다 움직이면서
타다 타면서 인정하다 인정하면서
타다 타면서 잡다 잡으면서
타다 타면서 하다 하면서
하다 하면서 가다 가면서
하다 하면서 놓다 놓으면서
하다 하면서 담다 담으면서
하다 하면서 뜯다 뜯으면서
하다 하면서 말하다 말하면서
하다 하면서 먹다 먹으면서
하다 하면서 사다 사면서
하다 하면서 사랑하다 사랑하면서
하다 하면서 쓰다 쓰면서
하다 하면서 오다 오면서
하다 하면서 움직이다 움직이면서
하다 하면서 인정하다 인정하면서
하다 하면서 잡다 잡으면서
하다 하면서 타다 타면서
가다 감 놓다 놓음
가다 감 담다 담음
가다 감 뜯다 뜯음
가다 감 말하다 말함
가다 감 먹다 먹음
가다 감 사다 삼
가다 감 사랑하다 사랑함
가다 감 쓰다 씀
가다 감 오다 옴
가다 감 움직이다 움직임
가다 감 인정하다 인정함
가다 감 잡다 잡음
가다 감 타다 탐
가다 감 하다 함
놓다 놓음 가다 감
놓다 놓음 담다 담음
놓다 놓음 뜯다 뜯음
놓다 놓음 말하다 말함
놓다 놓음 먹다 먹음
놓다 놓음 사다 삼
놓다 놓음 사랑하다 사랑함
놓다 놓음 쓰다 씀
놓다 놓음 오다 옴
놓다 놓음 움직이다 움직임
놓다 놓음 인정하다 인정함
놓다 놓음 잡다 잡음
놓다 놓음 타다 탐
놓다 놓음 하다 함
담다 담음 가다 감
담다 담음 놓다 놓음
담다 담음 뜯다 뜯음
담다 담음 말하다 말함
담다 담음 먹다 먹음
담다 담음 사다 삼
담다 담음 사랑하다 사랑함
담다 담음 쓰다 씀
담다 담음 오다 옴
담다 담음 움직이다 움직임
담다 담음 인정하다 인정함
담다 담음 잡다 잡음
담다 담음 타다 탐
담다 담음 하다 함
뜯다 뜯음 가다 감
뜯다 뜯음 놓다 놓음
뜯다 뜯음 담다 담음
뜯다 뜯음 말하다 말함
뜯다 뜯음 먹다 먹음
뜯다 뜯음 사다 삼
뜯다 뜯음 사랑하다 사랑함
뜯다 뜯음 쓰다 씀
뜯다 뜯음 오다 옴
뜯다 뜯음 움직이다 움직임
뜯다 뜯음 인정하다 인정함
뜯다 뜯음 잡다 잡음
뜯다 뜯음 타다 탐
뜯다 뜯음 하다 함
말하다 말함 가다 감
말하다 말함 놓다 놓음
말하다 말함 담다 담음
말하다 말함 뜯다 뜯음
말하다 말함 먹다 먹음
말하다 말함 사다 삼
말하다 말함 사랑하다 사랑함
말하다 말함 쓰다 씀
말하다 말함 오다 옴
말하다 말함 움직이다 움직임
말하다 말함 인정하다 인정함
말하다 말함 잡다 잡음
말하다 말함 타다 탐
말하다 말함 하다 함
먹다 먹음 가다 감
먹다 먹음 놓다 놓음
먹다 먹음 담다 담음
먹다 먹음 뜯다 뜯음
먹다 먹음 말하다 말함
먹다 먹음 사다 삼
먹다 먹음 사랑하다 사랑함
먹다 먹음 쓰다 씀
먹다 먹음 오다 옴
먹다 먹음 움직이다 움직임
먹다 먹음 인정하다 인정함
먹다 먹음 잡다 잡음
먹다 먹음 타다 탐
먹다 먹음 하다 함
사다 삼 가다 감
사다 삼 놓다 놓음
사다 삼 담다 담음
사다 삼 뜯다 뜯음
사다 삼 말하다 말함
사다 삼 먹다 먹음
사다 삼 사랑하다 사랑함
사다 삼 쓰다 씀
사다 삼 오다 옴
사다 삼 움직이다 움직임
사다 삼 인정하다 인정함
사다 삼 잡다 잡음
사다 삼 타다 탐
사다 삼 하다 함
사랑하다 사랑함 가다 감
사랑하다 사랑함 놓다 놓음
사랑하다 사랑함 담다 담음
사랑하다 사랑함 뜯다 뜯음
사랑하다 사랑함 말하다 말함
사랑하다 사랑함 먹다 먹음
사랑하다 사랑함 사다 삼
사랑하다 사랑함 쓰다 씀
사랑하다 사랑함 오다 옴
사랑하다 사랑함 움직이다 움직임
사랑하다 사랑함 인정하다 인정함
사랑하다 사랑함 잡다 잡음
사랑하다 사랑함 타다 탐
사랑하다 사랑함 하다 함
쓰다 씀 가다 감
쓰다 씀 놓다 놓음
쓰다 씀 담다 담음
쓰다 씀 뜯다 뜯음
쓰다 씀 말하다 말함
쓰다 씀 먹다 먹음
쓰다 씀 사다 삼
쓰다 씀 사랑하다 사랑함
쓰다 씀 오다 옴
쓰다 씀 움직이다 움직임
쓰다 씀 인정하다 인정함
쓰다 씀 잡다 잡음
쓰다 씀 타다 탐
쓰다 씀 하다 함
오다 옴 가다 감
오다 옴 놓다 놓음
오다 옴 담다 담음
오다 옴 뜯다 뜯음
오다 옴 말하다 말함
오다 옴 먹다 먹음
오다 옴 사다 삼
오다 옴 사랑하다 사랑함
오다 옴 쓰다 씀
오다 옴 움직이다 움직임
오다 옴 인정하다 인정함
오다 옴 잡다 잡음
오다 옴 타다 탐
오다 옴 하다 함
움직이다 움직임 가다 감
움직이다 움직임 놓다 놓음
움직이다 움직임 담다 담음
움직이다 움직임 뜯다 뜯음
움직이다 움직임 말하다 말함
움직이다 움직임 먹다 먹음
움직이다 움직임 사다 삼
움직이다 움직임 사랑하다 사랑함
움직이다 움직임 쓰다 씀
움직이다 움직임 오다 옴
움직이다 움직임 인정하다 인정함
움직이다 움직임 잡다 잡음
움직이다 움직임 타다 탐
움직이다 움직임 하다 함
인정하다 인정함 가다 감
인정하다 인정함 놓다 놓음
인정하다 인정함 담다 담음
인정하다 인정함 뜯다 뜯음
인정하다 인정함 말하다 말함
인정하다 인정함 먹다 먹음
: syn5_honorific
가르쳤다 가르치셨다 갔다 가셨다
가르쳤다 가르치셨다 강조했다 강조하셨다
가르쳤다 가르치셨다 나갔다 나가셨다
가르쳤다 가르치셨다 나왔다 나오셨다
가르쳤다 가르치셨다 놓았다 놓으셨다
가르쳤다 가르치셨다 돌아왔다 돌아오셨다
가르쳤다 가르치셨다 들어왔다 들어오셨다
가르쳤다 가르치셨다 떠났다 떠나셨다
가르쳤다 가르치셨다 먹었다 들었다
가르쳤다 가르치셨다 못했다 못하셨다
가르쳤다 가르치셨다 물었습니다 물으셨습니다
가르쳤다 가르치셨다 배웠다 배우셨다
가르쳤다 가르치셨다 보냈습니다 보내셨습니다
가르쳤다 가르치셨다 봤죠 보셨죠
가르쳤다 가르치셨다 불렀다 부르셨다
가르쳤다 가르치셨다 사줬다 사주셨다
가르쳤다 가르치셨다 샀다 사셨다
가르쳤다 가르치셨다 시작했다 시작하셨다
가르쳤다 가르치셨다 없었다 없으셨다
가르쳤다 가르치셨다 왔다 오셨다
가르쳤다 가르치셨다 울었다 우셨다
가르쳤다 가르치셨다 웃었다 웃으셨다
가르쳤다 가르치셨다 이끌고 이끄시고
가르쳤다 가르치셨다 있었다 계셨다
가르쳤다 가르치셨다 잤다 주무셨다
가르쳤다 가르치셨다 좋아했다 좋아하셨다
가르쳤다 가르치셨다 주다 주셨다
가르쳤다 가르치셨다 죽었다 돌아가셨다
가르쳤다 가르치셨다 줬어요 주셨어요
가르쳤다 가르치셨다 찾아줬다 찾아주셨다
가르쳤다 가르치셨다 하다 하셨다
가르쳤다 가르치셨다 했습니다 하셨습니다
가르쳤다 가르치셨다 흘렸다 흘리셨다
갔다 가셨다 가르쳤다 가르치셨다
갔다 가셨다 강조했다 강조하셨다
갔다 가셨다 나갔다 나가셨다
갔다 가셨다 나왔다 나오셨다
갔다 가셨다 놓았다 놓으셨다
갔다 가셨다 돌아왔다 돌아오셨다
갔다 가셨다 들어왔다 들어오셨다
갔다 가셨다 떠났다 떠나셨다
갔다 가셨다 먹었다 들었다
갔다 가셨다 못했다 못하셨다
갔다 가셨다 물었습니다 물으셨습니다
갔다 가셨다 배웠다 배우셨다
갔다 가셨다 보냈습니다 보내셨습니다
갔다 가셨다 봤죠 보셨죠
갔다 가셨다 불렀다 부르셨다
갔다 가셨다 사줬다 사주셨다
갔다 가셨다 샀다 사셨다
갔다 가셨다 시작했다 시작하셨다
갔다 가셨다 없었다 없으셨다
갔다 가셨다 왔다 오셨다
갔다 가셨다 울었다 우셨다
갔다 가셨다 웃었다 웃으셨다
갔다 가셨다 이끌고 이끄시고
갔다 가셨다 있었다 계셨다
갔다 가셨다 잤다 주무셨다
갔다 가셨다 좋아했다 좋아하셨다
갔다 가셨다 주다 주셨다
갔다 가셨다 죽었다 돌아가셨다
갔다 가셨다 줬어요 주셨어요
갔다 가셨다 찾아줬다 찾아주셨다
갔다 가셨다 하다 하셨다
갔다 가셨다 했습니다 하셨습니다
갔다 가셨다 흘렸다 흘리셨다
강조했다 강조하셨다 가르쳤다 가르치셨다
강조했다 강조하셨다 갔다 가셨다
강조했다 강조하셨다 나갔다 나가셨다
강조했다 강조하셨다 나왔다 나오셨다
강조했다 강조하셨다 놓았다 놓으셨다
강조했다 강조하셨다 돌아왔다 돌아오셨다
강조했다 강조하셨다 들어왔다 들어오셨다
강조했다 강조하셨다 떠났다 떠나셨다
강조했다 강조하셨다 먹었다 들었다
강조했다 강조하셨다 못했다 못하셨다
강조했다 강조하셨다 물었습니다 물으셨습니다
강조했다 강조하셨다 배웠다 배우셨다
강조했다 강조하셨다 보냈습니다 보내셨습니다
강조했다 강조하셨다 봤죠 보셨죠
강조했다 강조하셨다 불렀다 부르셨다
강조했다 강조하셨다 사줬다 사주셨다
강조했다 강조하셨다 샀다 사셨다
강조했다 강조하셨다 시작했다 시작하셨다
강조했다 강조하셨다 없었다 없으셨다
강조했다 강조하셨다 왔다 오셨다
강조했다 강조하셨다 울었다 우셨다
강조했다 강조하셨다 웃었다 웃으셨다
강조했다 강조하셨다 이끌고 이끄시고
강조했다 강조하셨다 있었다 계셨다
강조했다 강조하셨다 잤다 주무셨다
강조했다 강조하셨다 좋아했다 좋아하셨다
강조했다 강조하셨다 주다 주셨다
강조했다 강조하셨다 죽었다 돌아가셨다
강조했다 강조하셨다 줬어요 주셨어요
강조했다 강조하셨다 찾아줬다 찾아주셨다
강조했다 강조하셨다 하다 하셨다
강조했다 강조하셨다 했습니다 하셨습니다
강조했다 강조하셨다 흘렸다 흘리셨다
나갔다 나가셨다 가르쳤다 가르치셨다
나갔다 나가셨다 갔다 가셨다
나갔다 나가셨다 강조했다 강조하셨다
나갔다 나가셨다 나왔다 나오셨다
나갔다 나가셨다 놓았다 놓으셨다
나갔다 나가셨다 돌아왔다 돌아오셨다
나갔다 나가셨다 들어왔다 들어오셨다
나갔다 나가셨다 떠났다 떠나셨다
나갔다 나가셨다 먹었다 들었다
나갔다 나가셨다 못했다 못하셨다
나갔다 나가셨다 물었습니다 물으셨습니다
나갔다 나가셨다 배웠다 배우셨다
나갔다 나가셨다 보냈습니다 보내셨습니다
나갔다 나가셨다 봤죠 보셨죠
나갔다 나가셨다 불렀다 부르셨다
나갔다 나가셨다 사줬다 사주셨다
나갔다 나가셨다 샀다 사셨다
나갔다 나가셨다 시작했다 시작하셨다
나갔다 나가셨다 없었다 없으셨다
나갔다 나가셨다 왔다 오셨다
나갔다 나가셨다 울었다 우셨다
나갔다 나가셨다 웃었다 웃으셨다
나갔다 나가셨다 이끌고 이끄시고
나갔다 나가셨다 있었다 계셨다
나갔다 나가셨다 잤다 주무셨다
나갔다 나가셨다 좋아했다 좋아하셨다
나갔다 나가셨다 주다 주셨다
나갔다 나가셨다 죽었다 돌아가셨다
나갔다 나가셨다 줬어요 주셨어요
나갔다 나가셨다 찾아줬다 찾아주셨다
나갔다 나가셨다 하다 하셨다
나갔다 나가셨다 했습니다 하셨습니다
나갔다 나가셨다 흘렸다 흘리셨다
나왔다 나오셨다 가르쳤다 가르치셨다
나왔다 나오셨다 갔다 가셨다
나왔다 나오셨다 강조했다 강조하셨다
나왔다 나오셨다 나갔다 나가셨다
나왔다 나오셨다 놓았다 놓으셨다
나왔다 나오셨다 돌아왔다 돌아오셨다
나왔다 나오셨다 들어왔다 들어오셨다
나왔다 나오셨다 떠났다 떠나셨다
나왔다 나오셨다 먹었다 들었다
나왔다 나오셨다 못했다 못하셨다
나왔다 나오셨다 물었습니다 물으셨습니다
나왔다 나오셨다 배웠다 배우셨다
나왔다 나오셨다 보냈습니다 보내셨습니다
나왔다 나오셨다 봤죠 보셨죠
나왔다 나오셨다 불렀다 부르셨다
나왔다 나오셨다 사줬다 사주셨다
나왔다 나오셨다 샀다 사셨다
나왔다 나오셨다 시작했다 시작하셨다
나왔다 나오셨다 없었다 없으셨다
나왔다 나오셨다 왔다 오셨다
나왔다 나오셨다 울었다 우셨다
나왔다 나오셨다 웃었다 웃으셨다
나왔다 나오셨다 이끌고 이끄시고
나왔다 나오셨다 있었다 계셨다
나왔다 나오셨다 잤다 주무셨다
나왔다 나오셨다 좋아했다 좋아하셨다
나왔다 나오셨다 주다 주셨다
나왔다 나오셨다 죽었다 돌아가셨다
나왔다 나오셨다 줬어요 주셨어요
나왔다 나오셨다 찾아줬다 찾아주셨다
나왔다 나오셨다 하다 하셨다
나왔다 나오셨다 했습니다 하셨습니다
나왔다 나오셨다 흘렸다 흘리셨다
놓았다 놓으셨다 가르쳤다 가르치셨다
놓았다 놓으셨다 갔다 가셨다
놓았다 놓으셨다 강조했다 강조하셨다
놓았다 놓으셨다 나갔다 나가셨다
놓았다 놓으셨다 나왔다 나오셨다
놓았다 놓으셨다 돌아왔다 돌아오셨다
놓았다 놓으셨다 들어왔다 들어오셨다
놓았다 놓으셨다 떠났다 떠나셨다
놓았다 놓으셨다 먹었다 들었다
놓았다 놓으셨다 못했다 못하셨다
놓았다 놓으셨다 물었습니다 물으셨습니다
놓았다 놓으셨다 배웠다 배우셨다
놓았다 놓으셨다 보냈습니다 보내셨습니다
놓았다 놓으셨다 봤죠 보셨죠
놓았다 놓으셨다 불렀다 부르셨다
놓았다 놓으셨다 사줬다 사주셨다
놓았다 놓으셨다 샀다 사셨다
놓았다 놓으셨다 시작했다 시작하셨다
놓았다 놓으셨다 없었다 없으셨다
놓았다 놓으셨다 왔다 오셨다
놓았다 놓으셨다 울었다 우셨다
놓았다 놓으셨다 웃었다 웃으셨다
놓았다 놓으셨다 이끌고 이끄시고
놓았다 놓으셨다 있었다 계셨다
